_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry
1869,1899,MILNER AVE,None,GRAND MARSHALL DR,PRIVATE ACCESS,None,None,2001-09-18T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1869,104922,13443301,,,,,1869,,,,,,,,None,"{""coordinates"": [[-79.1967900062023, 43.79977099732445]], ""type"": ""MultiPoint""}"
1870,1900,DIXON RD,65m WEST OF,MCARTHUR ST,PRIVATE ACCESS,WESTOWN PLAZA,None,2002-11-20T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1870,908520,,,,,,1870,,,,2024-01-18T00:00:00,2024-01-18T00:00:00,2025-11-27T00:00:00,,None,"{""coordinates"": [[-79.54491999826341, 43.69751000027012]], ""type"": ""MultiPoint""}"
1871,1901,PORT UNION RD,None,CONFERENCE BLVD,None,None,None,2001-08-21T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1871,106354,13444818,,,,,1871,,,,2019-07-15T00:00:00,2019-07-15T00:00:00,,,"East: None, West: Crosswalk","{""coordinates"": [[-79.1394060032625, 43.78613599963365]], ""type"": ""MultiPoint""}"
1872,1902,TAPSCOTT RD,None,CROW TRL,None,None,None,2001-05-07T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1872,7448922,13442631,,,,,1872,,,,,,,,None,"{""coordinates"": [[-79.23263299507076, 43.80765099557206]], ""type"": ""MultiPoint""}"
1873,1903,HIGHWAY 27,None,ROYALCREST RD,None,None,None,2001-12-09T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1873,906720,13450806,,,,,1873,,,,,,,,None,"{""coordinates"": [[-79.61046999582568, 43.74971499843586]], ""type"": ""MultiPoint""}"
1874,1905,DUNDAS ST E,None,VICTORIA ST,None,None,None,2002-09-19T00:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1874,30070006,13465716,1,,,,1874,,,,,,,,None,"{""coordinates"": [[-79.37957600315522, 43.6562910039148]], ""type"": ""MultiPoint""}"
1875,1906,KEELE ST,None,THE POND RD,None,None,None,2001-12-20T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1875,439282,13447353,,,,,1875,,,,2023-05-15T00:00:00,2023-05-15T00:00:00,2025-08-20T00:00:00,2025-08-20T00:00:00,None,"{""coordinates"": [[-79.49323900023366, 43.77198999769536]], ""type"": ""MultiPoint""}"
1876,1907,WICKSTEED AVE,None,BRENTCLIFFE RD,PRIVATE ACCESS,None,None,2001-09-13T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1876,30148797,13456228,,,,,1876,,,,,,,,None,"{""coordinates"": [[-79.3585219987737, 43.71146499804261]], ""type"": ""MultiPoint""}"
1877,1911,MARTIN GROVE RD,None,JEFFCOAT DR,None,None,None,2001-11-28T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1877,907846,13455524,,,,,1877,,,,2021-04-22T00:00:00,2021-04-22T00:00:00,2021-04-22T00:00:00,2021-04-22T00:00:00,None,"{""coordinates"": [[-79.58339200222736, 43.71880900357878]], ""type"": ""MultiPoint""}"
1878,1912,KING ST W,None,ATLANTIC AVE,None,None,None,2003-07-31T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1878,7553490,13468224,,1,,,1878,,,1,,,,,None,"{""coordinates"": [[-79.42128999742381, 43.64017899705173]], ""type"": ""MultiPoint""}"
1879,1913,SHEPPARD AVE E,None,BARBERRY PL,PRIVATE ACCESS,BAYVIEW VILLAGE MALL,None,2002-12-19T00:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1879,439123,13447829,1,,,,1879,,,,2025-10-15T00:00:00,2025-10-15T00:00:00,2018-10-05T00:00:00,2018-10-05T00:00:00,None,"{""coordinates"": [[-79.38498499415323, 43.76741000420813]], ""type"": ""MultiPoint""}"
1880,1914,VICTORIA PARK AVE,None,FARM GREENWAY,TERRAVIEW BLVD,None,None,2015-06-16T13:05:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,1,1880,3800927,13448105,1,,,,1880,,,,2020-12-04T00:00:00,2020-12-04T00:00:00,2020-12-04T00:00:00,2020-12-04T00:00:00,None,"{""coordinates"": [[-79.31816399890027, 43.76451499775241]], ""type"": ""MultiPoint""}"
1881,1915,STEELES AVE W,185m WEST OF,HIDDEN TRL,PRIVATE ACCESS,None,None,2003-06-17T00:00:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1881,3327207,,1,,,,1881,,,,,,2021-04-21T00:00:00,2021-04-21T00:00:00,None,"{""coordinates"": [[-79.46537000605726, 43.78824000428611]], ""type"": ""MultiPoint""}"
1882,1916,QUEEN ST E,None,BELLEFAIR AVE,None,None,None,2002-08-15T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1882,7683454,13463249,,1,,,1882,,,,2023-05-01T00:00:00,,2023-05-01T00:00:00,2023-05-01T00:00:00,2023 Vision Zero - Queen,"{""coordinates"": [[-79.29982499688639, 43.67007199919634]], ""type"": ""MultiPoint""}"
1883,1917,LAKE SHORE BLVD W,None,FORT YORK BLVD,None,None,None,2002-08-13T00:00:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1883,60008806,14255079,,,,,1883,,,,,,2022-06-01T00:00:00,2022-06-01T00:00:00,None,"{""coordinates"": [[-79.40671400490861, 43.63547999587122]], ""type"": ""MultiPoint""}"
1884,1918,FORT YORK BLVD,None,FLEET ST,None,None,None,2002-08-13T00:00:00,SCATS,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1884,20056559,14255084,,1,,,1884,,,,,,,,None,"{""coordinates"": [[-79.40684100491526, 43.636392002599784]], ""type"": ""MultiPoint""}"
1885,1919,BATHURST ST,None,FORT YORK BLVD,None,None,None,2002-08-13T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1885,30032577,14255097,1,1,,,1885,,,,,,,,None,"{""coordinates"": [[-79.40064899812594, 43.63883899913726]], ""type"": ""MultiPoint""}"
1886,1920,DUNDAS ST W,None,CLENDENAN AVE,None,None,None,2002-12-09T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1886,14015246,13464440,,,,,1886,,,,2022-07-07T00:00:00,2022-07-07T00:00:00,2022-07-07T00:00:00,2022-07-07T00:00:00,None,"{""coordinates"": [[-79.47363800016299, 43.665523998492844]], ""type"": ""MultiPoint""}"
1887,1921,ALBION RD,None,CALSTOCK DR,None,None,None,2002-01-22T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1887,9741581,13453194,,,,,1887,,,,2024-01-18T00:00:00,2024-01-18T00:00:00,,2024-01-18T00:00:00,None,"{""coordinates"": [[-79.55830000310733, 43.73402499618558]], ""type"": ""MultiPoint""}"
1888,1923,O CONNOR DR,None,FOUR OAKS GT,None,None,None,2001-06-12T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1888,1063,13458523,,,,,1888,,,,2021-10-27T00:00:00,2021-10-27T00:00:00,2021-10-27T00:00:00,2021-10-27T00:00:00,None,"{""coordinates"": [[-79.33422299730158, 43.696750000693044]], ""type"": ""MultiPoint""}"
1889,1924,O CONNOR DR,None,TAYLOR DR,None,None,None,2001-04-12T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1889,940,13458149,,,,,1889,,,,2021-10-27T00:00:00,2021-10-27T00:00:00,2021-10-27T00:00:00,2021-10-27T00:00:00,None,"{""coordinates"": [[-79.32362999727187, 43.69902899748669]], ""type"": ""MultiPoint""}"
1890,1926,MARKHAM RD,250m SOUTH OF,FINCH AVE E,PRIVATE ACCESS,None,None,2002-10-31T23:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1890,60010154,,1,,,,1890,,,,2020-12-14T00:00:00,2020-12-14T00:00:00,2020-12-14T00:00:00,2020-12-14T00:00:00,LPI is in all directions.,"{""coordinates"": [[-79.242929996556, 43.8107800021234]], ""type"": ""MultiPoint""}"
1891,1927,NORTH QUEEN ST,None,NOVA RD,PRIVATE ACCESS,None,None,2002-08-14T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1891,7283686,13470013,,,,,1891,,,,2022-05-18T00:00:00,2022-05-18T00:00:00,2022-05-18T00:00:00,2022-05-18T00:00:00,None,"{""coordinates"": [[-79.5569600030032, 43.61610700245495]], ""type"": ""MultiPoint""}"
1892,1928,BLOOR ST W,None,MONTROSE AVE,None,None,None,2002-01-08T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,2,1892,30039482,13464722,,,,,1892,1,,,,,2025-01-24T00:00:00,2025-01-24T00:00:00,"2025 Vision Zero - LPI
5s LPI in the NS Phase","{""coordinates"": [[-79.42091399636405, 43.66302499672006]], ""type"": ""MultiPoint""}"
1893,1929,DOVERCOURT RD,None,HEPBOURNE ST,None,None,None,2002-08-29T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1893,8392706,13465389,,,,,1893,,,,2020-11-18T00:00:00,2020-11-18T00:00:00,2020-11-18T00:00:00,2020-11-18T00:00:00,"NS Leading Pedestrian Interval - NSWK comes up 5 seconds before NS vehicle green
EW Leading Pedestrian Interval - EWWK comes up 5 seconds before EW vehicle green","{""coordinates"": [[-79.42856100248979, 43.658964997380245]], ""type"": ""MultiPoint""}"
1894,1930,ST CLAIR AVE E,None,FERNDALE AVE,PRIVATE ACCESS,TTC EXIT,None,2003-08-14T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1894,11631521,13460187,1,1,,,1894,,,,,,,,None,"{""coordinates"": [[-79.39149200540021, 43.68864700297634]], ""type"": ""MultiPoint""}"
1895,1931,LESLIE ST,50m SOUTH OF,MOSLEY ST,PRIVATE ACCESS,TIM HORTON'S/LOBLAWS,None,2003-06-27T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1895,30076037,,1,,,,1895,,,,2025-12-18T00:00:00,2025-12-18T00:00:00,2025-12-18T00:00:00,2025-12-18T00:00:00,None,"{""coordinates"": [[-79.32884999644581, 43.66013999877974]], ""type"": ""MultiPoint""}"
1896,1932,THE QUEENSWAY,None,SOUTH KINGSWAY LINK RD,None,None,None,2009-11-10T11:45:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1896,30120565,13468786,1,,,,1896,,,,2022-10-13T00:00:00,,,2022-10-13T00:00:00,None,"{""coordinates"": [[-79.47349300380804, 43.63549200393283]], ""type"": ""MultiPoint""}"
1897,1933,KINGSTON RD,25m EAST OF,GLEN MANOR DR,None,None,None,2002-06-09T00:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1897,30059637,,1,,,,1897,,,,,,,,None,"{""coordinates"": [[-79.29451000245552, 43.67974999571641]], ""type"": ""MultiPoint""}"
1898,1934,BLOOR ST W,None,BROCK AVE,None,None,None,2002-03-07T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1898,3897184,13465391,1,,,,1898,,,,,,2018-09-20T00:00:00,2018-09-20T00:00:00,"North: None, South: Crosswalk","{""coordinates"": [[-79.43917500433581, 43.659098002698855]], ""type"": ""MultiPoint""}"
1899,1935,DUNDAS ST W,None,HOWARD PARK AVE,LYND AVE,None,None,2003-12-04T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1899,10758972,13466531,1,1,,,1899,,,,2014-06-23T00:00:00,2014-06-23T00:00:00,,,"East: None, West: Crosswalk","{""coordinates"": [[-79.44808599402616, 43.652114997630314]], ""type"": ""MultiPoint""}"
1900,1936,OSSINGTON AVE,None,SALVADOR ALLENDE CT,None,None,None,2005-12-01T11:03:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1900,30072983,,1,,,,1900,,,,2023-06-20T00:00:00,2023-06-20T00:00:00,2023-06-20T00:00:00,2023-06-20T00:00:00,None,"{""coordinates"": [[-79.42981999781583, 43.672060004264935]], ""type"": ""MultiPoint""}"
1901,1937,OSSINGTON AVE,None,CHURCHILL AVE,None,None,None,2002-08-27T15:45:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1901,1145206,13466493,,,,,1901,,,,2020-11-03T00:00:00,2020-11-03T00:00:00,2020-11-03T00:00:00,2020-11-03T00:00:00,None,"{""coordinates"": [[-79.42178100366904, 43.65197700365078]], ""type"": ""MultiPoint""}"
1902,1938,EGLINTON AVE W,60m WEST OF,CENTENNIAL PARK BLVD,None,None,None,2004-12-01T11:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1902,30031353,,,,,,1902,,,,,,,,None,"{""coordinates"": [[-79.59729317083543, 43.65502786272916]], ""type"": ""MultiPoint""}"
1903,1939,THE QUEENSWAY,240m EAST OF,THE EAST MALL,PRIVATE ACCESS,None,None,2002-02-10T00:00:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1903,10618658,,,,,,1903,,,,2023-11-23T00:00:00,2023-11-23T00:00:00,,,None,"{""coordinates"": [[-79.54346999887842, 43.617139998254]], ""type"": ""MultiPoint""}"
1904,1941,COMSTOCK RD,None,LEBOVIC AVE,None,None,None,2005-10-19T09:40:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1904,30107503,14074098,,,,,1904,,,,2023-09-06T00:00:00,2023-09-06T00:00:00,2023-09-06T00:00:00,2023-09-06T00:00:00,2023 Warden Cross Coordination,"{""coordinates"": [[-79.28878900311868, 43.72068600221634]], ""type"": ""MultiPoint""}"
1905,1942,MILNER AVE,None,MURISON BLVD,PRIVATE ACCESS,None,None,2003-04-16T13:05:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1905,105067,13443379,,,,,1905,,,,,,,,None,"{""coordinates"": [[-79.20230199540808, 43.79900100401563]], ""type"": ""MultiPoint""}"
1906,1943,SCARLETT RD,None,EDINBOROUGH CRT,None,None,None,2002-12-17T13:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1906,9203,13463344,,,,,1906,,,,2024-11-05T00:00:00,2024-11-05T00:00:00,2024-11-05T00:00:00,2024-11-05T00:00:00,None,"{""coordinates"": [[-79.50400699548172, 43.67232799636836]], ""type"": ""MultiPoint""}"
1907,1944,LAKE SHORE BLVD W,None,GARDINER/LAKE SHORE RAMP,BROOKERS LANE,None,None,2006-02-10T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1907,913076,13469442,1,,,,1907,,,,,,,,None,"{""coordinates"": [[-79.47902000176389, 43.62730500027956]], ""type"": ""MultiPoint""}"
1908,1945,YONGE ST,None,SCRIVENER SQ,None,None,None,2003-06-18T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1908,13973613,13973615,,,,,1908,,,,,,,,None,"{""coordinates"": [[-79.39098699921777, 43.68055600423598]], ""type"": ""MultiPoint""}"
1909,1946,DIXON RD,260m WEST OF,CHETTA PL,None,None,None,2002-12-11T00:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),None,2,1909,60006281,13459423,,,,,1909,,,,,,,,None,"{""coordinates"": [[-79.55529000128391, 43.695038003503775]], ""type"": ""MultiPoint""}"
1910,1947,HUMBER COLLEGE BLVD,None,WINDWOOD DR,SILVER BELL LANE,None,EAST INTERSECTION,2003-08-27T00:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1910,12387603,13453946,1,,,,1910,,,,,,2018-10-16T00:00:00,2018-10-16T00:00:00,North & South: Crosswalk,"{""coordinates"": [[-79.60492200003722, 43.7301050033642]], ""type"": ""MultiPoint""}"
1911,1948,LAWRENCE AVE E,135m WEST OF,BAYVIEW AVE,PRIVATE ACCESS,None,None,2002-11-05T13:10:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1911,10133024,,,,,,1911,,,,,,2021-02-04T00:00:00,2021-02-04T00:00:00,None,"{""coordinates"": [[-79.38356000023683, 43.72786000444327]], ""type"": ""MultiPoint""}"
1912,1949,LAWRENCE AVE E,None,MILDENHALL RD,None,None,None,1974-07-12T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1912,443933,13453765,,,,,1912,,,,2021-02-04T00:00:00,2021-02-04T00:00:00,2021-02-04T00:00:00,2021-02-04T00:00:00,None,"{""coordinates"": [[-79.38654200171757, 43.72839600260075]], ""type"": ""MultiPoint""}"
1913,1950,KIPLING AVE,150m NORTH OF,MOUNT OLIVE DR,None,None,None,2002-10-17T00:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),None,2,1913,30088447,,,,,,1913,,,,,,,,None,"{""coordinates"": [[-79.58438000129273, 43.74809999861966]], ""type"": ""MultiPoint""}"
1914,1951,LAKE SHORE BLVD E,224m WEST OF,WOODBINE AVE,None,None,None,2002-12-23T00:00:00,TransSuite,None,PA - MPS,0.8 m/s (FDW based on full crossing @ 1.0 m/s),Pushbutton Actuated,2,1914,30021323,30021322,1,,,,1914,,,,,,,,None,"{""coordinates"": [[-79.30622399561352, 43.664357998292104]], ""type"": ""MultiPoint""}"
1915,1952,BROADVIEW AVE,None,PRETORIA AVE,None,None,None,2002-05-12T00:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1915,10834665,13461969,,,,,1915,,,,2021-12-13T00:00:00,2021-12-13T00:00:00,2021-12-13T00:00:00,2021-12-13T00:00:00,None,"{""coordinates"": [[-79.35842300387655, 43.678416001736935]], ""type"": ""MultiPoint""}"
1916,1953,ALBION RD,None,BENSTROW AVE,SANAGAN RD,None,None,2003-05-28T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1916,906966,13452467,,,,,1916,,,,2021-04-22T00:00:00,2021-04-22T00:00:00,2021-04-22T00:00:00,2021-04-22T00:00:00,None,"{""coordinates"": [[-79.57617900012444, 43.73899799769239]], ""type"": ""MultiPoint""}"
1917,1954,STEELES AVE E,None,STAINES RD,None,None,None,2003-11-13T00:00:00,TransSuite,None,SAV,0.8 m/s (FDW based on full crossing @ 1.0 m/s),None,3,1917,14630470,14630472,,,,,1917,,,,,,,,None,"{""coordinates"": [[-79.2321980040971, 43.841060004406195]], ""type"": ""MultiPoint""}"
1918,1955,BLOOR ST W,78m WEST OF,ST THOMAS ST,None,None,None,2002-12-12T00:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1918,1142361,,1,,,,1918,,,,,,,,None,"{""coordinates"": [[-79.39189000538117, 43.669200002112156]], ""type"": ""MultiPoint""}"
1919,1956,SHEPPARD AVE E,None,BLUE RIDGE RD,None,None,None,2002-12-19T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1919,7939836,13447460,,,,,1919,,,,2021-01-15T00:00:00,2021-01-15T00:00:00,2021-01-15T00:00:00,2021-01-15T00:00:00,None,"{""coordinates"": [[-79.37419899452645, 43.769712996135496]], ""type"": ""MultiPoint""}"
1920,1957,HORNER AVE,None,BETA ST,None,None,None,2003-08-12T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1920,6735887,13470377,,,,,1920,,,,,,,,None,"{""coordinates"": [[-79.53853900123828, 43.60320800242024]], ""type"": ""MultiPoint""}"
1921,1958,MCNICOLL AVE,None,SILVER STAR BLVD,None,None,None,2009-09-10T11:30:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1921,14038256,14038257,1,,,,1921,,,,2023-11-29T00:00:00,2023-11-29T00:00:00,2023-11-29T00:00:00,2023-11-29T00:00:00,None,"{""coordinates"": [[-79.29493900253995, 43.81389399606212]], ""type"": ""MultiPoint""}"
1922,1959,MARTIN GROVE RD,None,MILKWOOD AVE,None,None,None,2003-10-07T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1922,10747536,13453918,,,,,1922,,,,2024-11-13T00:00:00,2024-11-13T00:00:00,2024-11-13T00:00:00,2024-11-13T00:00:00,None,"{""coordinates"": [[-79.58855799504757, 43.730115000596705]], ""type"": ""MultiPoint""}"
1923,1960,ALBION RD,230m WEST OF,KIPLING AVE,None,None,None,2004-10-05T12:36:00,TransSuite,None,PA - MPS,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,2,1923,906946,,1,,,,1923,,,,,,,,None,"{""coordinates"": [[-79.5832720029623, 43.74019500115271]], ""type"": ""MultiPoint""}"
1924,1961,RICHMOND ST E,None,GEORGE ST,None,None,None,2003-12-09T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1924,3333494,13466249,,,,,1924,,,,2023-10-05T00:00:00,2023-10-05T00:00:00,2023-10-05T00:00:00,2023-10-05T00:00:00,None,"{""coordinates"": [[-79.37160499713137, 43.65281699686465]], ""type"": ""MultiPoint""}"
1925,1962,RICHMOND ST E,None,BERKELEY ST,None,None,None,2005-08-11T13:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1925,1144738,13466020,1,,,,1925,,,,2023-10-05T00:00:00,2023-10-05T00:00:00,2023-10-05T00:00:00,2023-10-05T00:00:00,None,"{""coordinates"": [[-79.36531299462219, 43.654261000195966]], ""type"": ""MultiPoint""}"
1926,1963,ADELAIDE ST E,None,GEORGE ST,None,None,None,2004-05-18T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1926,8353499,13466440,,,,,1926,,,,2023-10-05T00:00:00,2023-10-05T00:00:00,2023-10-05T00:00:00,2023-10-05T00:00:00,None,"{""coordinates"": [[-79.37107800233461, 43.65160400192817]], ""type"": ""MultiPoint""}"
1927,1964,ADELAIDE ST E,None,BERKELEY ST,None,None,None,2005-08-11T12:20:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1927,1144870,13466205,1,,,,1927,,,,2023-10-05T00:00:00,2023-10-05T00:00:00,2023-10-05T00:00:00,2023-10-05T00:00:00,None,"{""coordinates"": [[-79.36478400467412, 43.65298799817958]], ""type"": ""MultiPoint""}"
1928,1965,KING ST E,None,GEORGE ST,None,None,None,2004-05-19T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1928,3337527,13466590,1,1,,,1928,,,,2022-11-15T00:00:00,2022-11-15T00:00:00,2022-11-15T00:00:00,2022-11-15T00:00:00,None,"{""coordinates"": [[-79.37069299382486, 43.650732001494305]], ""type"": ""MultiPoint""}"
1929,1966,KING ST E,None,BERKELEY ST,None,None,None,2004-02-11T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1929,1145014,13466333,,1,,,1929,,,,,,,,None,"{""coordinates"": [[-79.36441200504815, 43.65212300425711]], ""type"": ""MultiPoint""}"
1930,1967,FRONT ST E,None,PRINCESS ST,None,None,None,2004-09-22T13:30:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1930,1145262,13466587,1,,1,,1930,,,,,,,,None,"{""coordinates"": [[-79.36669199807288, 43.650681003765385]], ""type"": ""MultiPoint""}"
1931,1968,FRONT ST E,None,BERKELEY ST,None,None,None,2004-02-11T00:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1931,8354017,13466475,1,,,,1931,,,,2023-04-06T00:00:00,2023-04-06T00:00:00,2023-04-06T00:00:00,2023-04-06T00:00:00,None,"{""coordinates"": [[-79.36403000288065, 43.651273002362075]], ""type"": ""MultiPoint""}"
1932,1969,QUEEN ST W,None,PALMERSTON AVE,TECUMSETH ST,None,None,2003-10-29T23:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1932,30077333,13467348,1,1,,,1932,1,,,2022-07-20T00:00:00,2022-07-20T00:00:00,2022-07-20T00:00:00,2022-07-20T00:00:00,None,"{""coordinates"": [[-79.40657499412997, 43.646682004054036]], ""type"": ""MultiPoint""}"
1933,1970,SHAW ST,None,LOBB AVE,None,None,None,2004-08-18T11:02:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1933,1146388,13467329,,,,,1933,,,,,,,,None,"{""coordinates"": [[-79.41713599616415, 43.64694299560295]], ""type"": ""MultiPoint""}"
1934,1971,KINGSTON RD,None,ELMER AVE,None,None,None,2004-04-27T11:25:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1934,1140851,13462329,,,,,1934,,,,2025-12-01T00:00:00,2025-12-01T00:00:00,2025-12-01T00:00:00,2025-12-01T00:00:00,None,"{""coordinates"": [[-79.30590300611397, 43.67569999982555]], ""type"": ""MultiPoint""}"
1935,1972,MOUNT PLEASANT RD,None,ROEHAMPTON AVE,None,None,None,2004-07-29T11:36:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1935,1138214,13456611,,,,,1935,,,,2025-03-26T00:00:00,2025-03-26T00:00:00,2025-03-26T00:00:00,2025-03-26T00:00:00,None,"{""coordinates"": [[-79.3906569979648, 43.70961500317894]], ""type"": ""MultiPoint""}"
